FILME,EXAME,ALVO,MIN,MAX,
20TSBL8212MR-L2,COF NT-NT din,0.3,0.2,0.4,
20TSBL8212MR-L2,Tensão superficial,42,38,46,
20TSBL8212MR-L2,Força de selagem,450,300,,
20TSBL8212MR-L2,Faixa de selagem NT-NT,82,,130,
20TSBL8212MR-L2,TIS NT-NT,82,,86,
20TSBL8212MR-L2,Encolhimento DM,3,,5,
20TSBL8212MR-L2,Encolhimento DT,1,,3,
20TSBL8212MR-L2,Brilho 45,95,80,,
20TSBL8212MR-L2,DIfusão,1.3,,3,
20TSBL8212MR-L2,Força de tração DM,150,140,,
20TSBL8212MR-L2,Força de tração DT,260,240,,
25TSBL8212MR-L2,COF NT-NT din imediato,0.3,0.2,0.4,
25TSBL8212MR-L2,COF NT-NT din,0.3,0.2,0.4,
25TSBL8212MR-L2,Tensão superficial,42,38,46,
25TSBL8212MR-L2,Força de selagem,450,300,,
25TSBL8212MR-L2,Faixa de selagem NT-NT,82,,130,
25TSBL8212MR-L2,TIS NT-NT,82,,86,
25TSBL8212MR-L2,Encolhimento DM,3,,5,
25TSBL8212MR-L2,Encolhimento DT,1,,3,
25TSBL8212MR-L2,Brilho 45,95,80,,
25TSBL8212MR-L2,DIfusão,1.3,,3,
25TSBL8212MR-L2,Força de tração DM,150,140,,
25TSBL8212MR-L2,Força de tração DT,260,240,,
20TSBL8212MR-L2,Alongamento DM,180,,195,
20TSBL8212MR-L2,Alongamento DT,50,,70,
25TSBL8212MR-L2,Alongamento DM,180,,195,
25TSBL8212MR-L2,Alongamento DT,50,,70,
20TSBL8212MR-L2,Módulo elástico DM,1500,,,
20TSBL8212MR-L2,Módulo elástico DT,2300,,,
25TSBL8212MR-L2,Módulo elástico DM,1500,,,
25TSBL8212MR-L2,Módulo elástico DT,2300,,,
20TMSL8210,Densidade Óptica,2.2,2,,
20TMSL8210,COF NT-NT din,0.35,0.2,0.4,
25TMSL8210,Densidade Óptica,2.2,2,,
25TMSL8210,COF NT-NT din,0.35,0.2,0.4,
25TSYCF32MR-L3,Espessura,25,24.3,25.8,
35TSYCF32MR-L3,Espessura,35,34,36.1,
25TSYCF32MR-L3,Gramatura,22.6,21.9,23.3,
35TSYCF32MR-L3,Gramatura,31.7,30.7,32.6,
25TSYCF32MR-L3,COF NT-NT din imediato,0.35,0.25,0.53,
25TSYCF32MR-L3,COF NT-NT din,0.45,0.2,0.6,
25TSYCF32MR-L3,COF T-T din imediato,0.3,0.25,0.4,
25TSYCF32MR-L3,COF T-T din,0.4,0.2,0.55,
25TSYCF32MR-L3,Tensão superficial,42,38,46,
25TSYCF32MR-L3,Faixa de selagem NT-NT,115,,130,
25TSYCF32MR-L3,Força de selagem INT,600,300,,
25TSYCF32MR-L3,TIS NT-NT,112,100,120,
25TSYCF32MR-L3,Encolhimento DM,3,,5,
25TSYCF32MR-L3,Encolhimento DT,1,,3,
25TSYCF32MR-L3,Brilho 45,95,90,,
25TSYCF32MR-L3,Difusão,1.3,,2,
25TSYCF32MR-L3,Força de tração DM,140,120,,
25TSYCF32MR-L3,Força de tração DT,250,230,,
25TSYCF32MR-L3,Alongamento DM,210,,260,
25TSYCF32MR-L3,Alongamento DT,60,,80,
25TSYCF32MR-L3,Módulo elástico DM,1500,,,
25TSYCF32MR-L3,Módulo elástico DT,2500,,,
35TSYCF32MR-L3,COF NT-NT din imediato,0.35,0.25,0.53,
35TSYCF32MR-L3,COF NT-NT din,0.45,0.2,0.6,
35TSYCF32MR-L3,COF T-T din imediato,0.3,0.25,0.4,
35TSYCF32MR-L3,COF T-T din,0.4,0.2,0.55,
35TSYCF32MR-L3,Tensão superficial,42,38,46,
35TSYCF32MR-L3,Faixa de selagem NT-NT,115,,130,
35TSYCF32MR-L3,Força de selagem INT,600,300,,
35TSYCF32MR-L3,TIS NT-NT,112,100,120,
35TSYCF32MR-L3,Encolhimento DM,3,,5,
35TSYCF32MR-L3,Encolhimento DT,1,,3,
35TSYCF32MR-L3,Brilho 45,95,90,,
35TSYCF32MR-L3,Difusão,1.3,,2,
35TSYCF32MR-L3,Força de tração DM,140,120,,
35TSYCF32MR-L3,Força de tração DT,250,230,,
35TSYCF32MR-L3,Alongamento DM,210,,260,
35TSYCF32MR-L3,Alongamento DT,60,,80,
35TSYCF32MR-L3,Módulo elástico DM,1500,,,
35TSYCF32MR-L3,Módulo elástico DT,2500,,,
17TMSHTS10,COF NT-NT din imediato,0.22,,0.35,
17TMSHTS10,COF NT-NT din,0.23,,0.4,
20TMSHTS10,COF NT-NT din imediato,0.22,,0.35,
20TMSHTS10,COF NT-NT din,0.23,,0.4,
17TBPGFT32MR-L2,Espessura,22.7,22,23.3,
19TBPGFT32MR-L2,Espessura,25.3,24.6,26.1,
17TBPGFT32MR-L2,Gramatura,17,16.5,17.5,
19TBPGFT32MR-L2,Gramatura,19,18.4,19.6,
17TBPGFT32MR-L2,COF NT-NT din imediato,0.3,0.18,0.45,
17TBPGFT32MR-L2,COF NT-NT din,0.5,0.3,0.7,
17TBPGFT32MR-L2,COF T-T din imediato,0.25,0.15,0.35,
17TBPGFT32MR-L2,COF T-T din,0.35,0.15,0.5,
17TBPGFT32MR-L2,Tensão superficial,42,38,46,
19TBPGFT32MR-L2,COF NT-NT din imediato,0.3,0.18,0.45,
19TBPGFT32MR-L2,COF NT-NT din,0.35,0.18,0.5,
19TBPGFT32MR-L2,COF T-T din imediato,0.25,0.15,0.35,
19TBPGFT32MR-L2,COF T-T din,0.25,0.15,0.35,
19TBPGFT32MR-L2,Tensão superficial,42,38,46,
17TBPGFT32MR-L2,Faixa de selagem NT-NT,105,,130,
17TBPGFT32MR-L2,Força de selagem,450,300,,
17TBPGFT32MR-L2,TIS NT-NT,112,100,120,
17TBPGFT32MR-L2,Encolhimento DM,3,,5,
17TBPGFT32MR-L2,Encolhimento DT,1,,3,
17TBPGFT32MR-L2,Brilho 45,85,77,,
17TBPGFT32MR-L2,Opacidade,80,75,88,
17TBPGFT32MR-L2,Haze,29,21,34,
17TBPGFT32MR-L2,Força de tração DM,80,60,,
17TBPGFT32MR-L2,Força de tração DT,160,110,,
19TBPGFT32MR-L2,Faixa de selagem NT-NT,105,,130,
19TBPGFT32MR-L2,Força de selagem,450,300,,
19TBPGFT32MR-L2,TIS NT-NT,112,100,120,
19TBPGFT32MR-L2,Encolhimento DM,3,,5,
19TBPGFT32MR-L2,Encolhimento DT,1,,3,
19TBPGFT32MR-L2,Brilho 45,85,77,,
19TBPGFT32MR-L2,Opacidade,80,75,88,
19TBPGFT32MR-L2,Haze,29,21,34,
19TBPGFT32MR-L2,Força de tração DM,80,60,,
19TBPGFT32MR-L2,Força de tração DT,160,110,,
17TBPGFT32MR-L2,Alongamento DM,140,,160,
17TBPGFT32MR-L2,Alongamento DT,30,,60,
17TBPGFT32MR-L2,Módulo elástico DM,1100,,,
17TBPGFT32MR-L2,Módulo elástico DT,2000,,,
19TBPGFT32MR-L2,Alongamento DM,140,,160,
19TBPGFT32MR-L2,Alongamento DT,30,,60,
19TBPGFT32MR-L2,Módulo elástico DM,1100,,,
19TBPGFT32MR-L2,Módulo elástico DT,2000,,,
17TSYHTS32MR,Espessura,17,16.5,,
20TSYHTS32MR,Espessura,20,19.4,,
17TSYHTS32MR,Gramatura,15.4,14.9,,
20TSYHTS32MR,Gramatura,18.1,17.6,,
17TSYHTS32MR,COF NT-NT din imediato,0.22,0.13,0.27,
17TSYHTS32MR,COF NT-NT din,0.3,0.2,0.55,
17TSYHTS32MR,COF T-T din imediato,0.2,0.13,0.25,
17TSYHTS32MR,COF T-T din,0.3,0.2,0.45,
17TSYHTS32MR,Tensão superficial,42,38,46,
17TSYHTS32MR,Faixa de selagem NT-NT,105,,130,
17TSYHTS32MR,Força de selagem INT,400,300,,
17TSYHTS32MR,TIS NT-NT,105,100,108,
17TSYHTS32MR,TIS T-T,112,100,120,
17TSYHTS32MR,Encolhimento DM,3,,5,
17TSYHTS32MR,Encolhimento DT,1,,3,
17TSYHTS32MR,Brilho 45,90,85,,
17TSYHTS32MR,Difusão,1.6,,2.5,
17TSYHTS32MR,Força de tração DM,150,130,,
17TSYHTS32MR,Força de tração DT,270,220,,
17TSYHTS32MR,Alongamento DM,185,,205,
17TSYHTS32MR,Alongamento DT,40,,70,
17TSYHTS32MR,Módulo elástico DM,1500,,,
17TSYHTS32MR,Módulo elástico DT,2700,,,
20TSYHTS32MR,COF NT-NT din imediato,0.22,0.13,0.27,
20TSYHTS32MR,COF NT-NT din,0.3,0.2,0.55,
20TSYHTS32MR,COF T-T din imediato,0.2,0.13,0.25,
20TSYHTS32MR,COF T-T din,0.3,0.2,0.45,
20TSYHTS32MR,Tensão superficial,42,38,46,
20TSYHTS32MR,Faixa de selagem NT-NT,105,,130,
20TSYHTS32MR,Força de selagem INT,450,300,,
20TSYHTS32MR,TIS NT-NT,105,100,108,
20TSYHTS32MR,TIS T-T,112,100,120,
20TSYHTS32MR,Encolhimento DM,3,,5,
20TSYHTS32MR,Encolhimento DT,1,,3,
20TSYHTS32MR,Brilho 45,90,85,,
20TSYHTS32MR,Difusão,1.6,,2.5,
20TSYHTS32MR,Força de tração DM,150,130,,
20TSYHTS32MR,Força de tração DT,270,220,,
20TSYHTS32MR,Alongamento DM,185,,205,
20TSYHTS32MR,Alongamento DT,40,,70,
20TSYHTS32MR,Módulo elástico DM,1500,,,
20TSYHTS32MR,Módulo elástico DT,2700,,,
17TSYHTS32MR,TPVA,7.5,,8.5,
20TSYHTS32MR,TPVA,8.5,,9.5,
17TSYHTS32MR,TPO2,3200,,3500,
20TSYHTS32MR,TPO2,2900,,3200,
17TSY32XMR-L2,Espessura,17,16.5,17.5,
20TSY32XMR-L2,Espessura,20,19.4,20.6,
25TSY32XMR-L2,Espessura,25,24.3,25.8,
30TSY32XMR-L2,Espessura,30,29.1,30.9,
35TSY32XMR-L2,Espessura,35,34.0,36.1,
40TSY32XMR-L2,Espessura,40,38.8,41.2,
50TSY32XMR-L2,Espessura,50,48.5,51.5,
17TSY32XMR-L2,Gramatura,15.4,14.9,15.8,
20TSY32XMR-L2,Gramatura,18.1,17.6,18.6,
25TSY32XMR-L2,Gramatura,22.6,21.9,23.3,
30TSY32XMR-L2,Gramatura,27.2,26.3,28,
35TSY32XMR-L2,Gramatura,31.7,30.7,32.6,
40TSY32XMR-L2,Gramatura,36.2,35.1,37.3,
50TSY32XMR-L2,Gramatura,45.3,43.9,46.6,
17TSY32XMR-L2,COF NT-NT din imediato,0.3,0.2,0.4,
17TSY32XMR-L2,COF NT-NT din,0.4,0.2,0.65,
17TSY32XMR-L2,COF T-T din imediato,0.25,0.15,0.35,
17TSY32XMR-L2,COF T-T din,0.25,0.15,0.35,
17TSY32XMR-L2,Faixa de selagem NT-NT,105,,130,
17TSY32XMR-L2,Força de selagem INT,450,300,,
17TSY32XMR-L2,Força de selagem T-T,450,300,,
17TSY32XMR-L2,Encolhimento DM,3,,5,
17TSY32XMR-L2,Encolhimento DT,1,,3,
17TSY32XMR-L2,Brilho 45,90,75,,
17TSY32XMR-L2,Difusão,1.6,,3,
17TSY32XMR-L2,Força de tração DM,140,110,,
17TSY32XMR-L2,Força de tração DT,240,190,,
17TSY32XMR-L2,Alongamento DM,170,,260,
17TSY32XMR-L2,Alongamento DT,50,,100,
17TSY32XMR-L2,Módulo elástico DM,1300,,,
17TSY32XMR-L2,Módulo elástico DT,2100,,,
20TSY32XMR-L2,COF NT-NT din imediato,0.3,0.2,0.4,
20TSY32XMR-L2,COF NT-NT din,0.4,0.2,0.65,
20TSY32XMR-L2,COF T-T din imediato,0.25,0.15,0.35,
20TSY32XMR-L2,COF T-T din,0.25,0.15,0.35,
20TSY32XMR-L2,Faixa de selagem NT-NT,105,,130,
20TSY32XMR-L2,Força de selagem INT,450,300,,
20TSY32XMR-L2,Força de selagem T-T,450,300,,
20TSY32XMR-L2,Encolhimento DM,3,,5,
20TSY32XMR-L2,Encolhimento DT,1,,3,
20TSY32XMR-L2,Brilho 45,90,75,,
20TSY32XMR-L2,Difusão,1.6,,3,
20TSY32XMR-L2,Força de tração DM,140,110,,
20TSY32XMR-L2,Força de tração DT,240,190,,
20TSY32XMR-L2,Alongamento DM,170,,260,
20TSY32XMR-L2,Alongamento DT,50,,100,
20TSY32XMR-L2,Módulo elástico DM,1300,,,
20TSY32XMR-L2,Módulo elástico DT,2100,,,
25TSY32XMR-L2,COF NT-NT din imediato,0.3,0.2,0.4,
25TSY32XMR-L2,COF NT-NT din,0.4,0.2,0.65,
25TSY32XMR-L2,COF T-T din imediato,0.25,0.15,0.35,
25TSY32XMR-L2,COF T-T din,0.25,0.15,0.35,
25TSY32XMR-L2,Faixa de selagem NT-NT,105,,130,
25TSY32XMR-L2,Força de selagem INT,450,300,,
25TSY32XMR-L2,Força de selagem T-T,450,300,,
25TSY32XMR-L2,Encolhimento DM,3,,5,
25TSY32XMR-L2,Encolhimento DT,1,,3,
25TSY32XMR-L2,Brilho 45,90,75,,
25TSY32XMR-L2,Difusão,1.6,,3,
25TSY32XMR-L2,Força de tração DM,140,110,,
25TSY32XMR-L2,Força de tração DT,240,190,,
25TSY32XMR-L2,Alongamento DM,170,,260,
25TSY32XMR-L2,Alongamento DT,50,,100,
25TSY32XMR-L2,Módulo elástico DM,1300,,,
25TSY32XMR-L2,Módulo elástico DT,2100,,,
30TSY32XMR-L2,COF NT-NT din imediato,0.3,0.2,0.4,
30TSY32XMR-L2,COF NT-NT din,0.4,0.2,0.65,
30TSY32XMR-L2,COF T-T din imediato,0.25,0.15,0.35,
30TSY32XMR-L2,COF T-T din,0.25,0.15,0.35,
30TSY32XMR-L2,Faixa de selagem NT-NT,105,,130,
30TSY32XMR-L2,Força de selagem INT,450,300,,
30TSY32XMR-L2,Força de selagem T-T,450,300,,
30TSY32XMR-L2,Encolhimento DM,3,,5,
30TSY32XMR-L2,Encolhimento DT,1,,3,
30TSY32XMR-L2,Brilho 45,90,75,,
30TSY32XMR-L2,Difusão,1.6,,3,
30TSY32XMR-L2,Força de tração DM,140,110,,
30TSY32XMR-L2,Força de tração DT,240,190,,
30TSY32XMR-L2,Alongamento DM,170,,260,
30TSY32XMR-L2,Alongamento DT,50,,100,
30TSY32XMR-L2,Módulo elástico DM,1300,,,
30TSY32XMR-L2,Módulo elástico DT,2100,,,
35TSY32XMR-L2,COF NT-NT din imediato,0.3,0.2,0.4,
35TSY32XMR-L2,COF NT-NT din,0.4,0.2,0.65,
35TSY32XMR-L2,COF T-T din imediato,0.25,0.15,0.35,
35TSY32XMR-L2,COF T-T din,0.25,0.15,0.35,
35TSY32XMR-L2,Faixa de selagem NT-NT,105,,130,
35TSY32XMR-L2,Força de selagem INT,450,300,,
35TSY32XMR-L2,Força de selagem T-T,450,300,,
35TSY32XMR-L2,Encolhimento DM,3,,5,
35TSY32XMR-L2,Encolhimento DT,1,,3,
35TSY32XMR-L2,Brilho 45,90,75,,
35TSY32XMR-L2,Difusão,1.6,,3,
35TSY32XMR-L2,Força de tração DM,140,110,,
35TSY32XMR-L2,Força de tração DT,240,190,,
35TSY32XMR-L2,Alongamento DM,170,,260,
35TSY32XMR-L2,Alongamento DT,50,,100,
35TSY32XMR-L2,Módulo elástico DM,1300,,,
35TSY32XMR-L2,Módulo elástico DT,2100,,,
40TSY32XMR-L2,COF NT-NT din imediato,0.3,0.2,0.4,
40TSY32XMR-L2,COF NT-NT din,0.4,0.2,0.65,
40TSY32XMR-L2,COF T-T din imediato,0.25,0.15,0.35,
40TSY32XMR-L2,COF T-T din,0.25,0.15,0.35,
40TSY32XMR-L2,Faixa de selagem NT-NT,105,,130,
40TSY32XMR-L2,Força de selagem INT,450,300,,
40TSY32XMR-L2,Força de selagem T-T,450,300,,
40TSY32XMR-L2,Encolhimento DM,3,,5,
40TSY32XMR-L2,Encolhimento DT,1,,3,
40TSY32XMR-L2,Brilho 45,90,75,,
40TSY32XMR-L2,Difusão,1.6,,3,
40TSY32XMR-L2,Força de tração DM,140,110,,
40TSY32XMR-L2,Força de tração DT,240,190,,
40TSY32XMR-L2,Alongamento DM,170,,260,
40TSY32XMR-L2,Alongamento DT,50,,100,
40TSY32XMR-L2,Módulo elástico DM,1300,,,
40TSY32XMR-L2,Módulo elástico DT,2100,,,
50TSY32XMR-L2,COF NT-NT din imediato,0.3,0.2,0.4,
50TSY32XMR-L2,COF NT-NT din,0.4,0.2,0.65,
50TSY32XMR-L2,COF T-T din imediato,0.25,0.15,0.35,
50TSY32XMR-L2,COF T-T din,0.25,0.15,0.35,
50TSY32XMR-L2,Faixa de selagem NT-NT,105,,130,
50TSY32XMR-L2,Força de selagem INT,450,300,,
50TSY32XMR-L2,Força de selagem T-T,450,300,,
50TSY32XMR-L2,Encolhimento DM,3,,5,
50TSY32XMR-L2,Encolhimento DT,1,,3,
50TSY32XMR-L2,Brilho 45,90,75,,
50TSY32XMR-L2,Difusão,1.6,,3,
50TSY32XMR-L2,Força de tração DM,140,110,,
50TSY32XMR-L2,Força de tração DT,240,190,,
50TSY32XMR-L2,Alongamento DM,170,,260,
50TSY32XMR-L2,Alongamento DT,50,,100,
50TSY32XMR-L2,Módulo elástico DM,1300,,,
50TSY32XMR-L2,Módulo elástico DT,2100,,,
45TSYL8232MR-EV,Espessura,45,42.8,47.3,
45TSYL8232MR-EV,Gramatura,40.7,38.7,42.8,
45TSYL8232MR-EV,COF NT-NT din imediato,0.3,0.25,0.4,
45TSYL8232MR-EV,COF NT-NT din,0.45,0.25,0.65,
45TSYL8232MR-EV,COF T-T din imediato,0.3,0.25,0.35,
45TSYL8232MR-EV,COF T-T din,0.33,0.25,0.4,
45TSYL8232MR-EV,Tensão superficial,42,38,46,
45TSYL8232MR-EV,Faixa de selagem NT-NT,70,,135,
45TSYL8232MR-EV,Faixa de selagem T-T,105,,117,
45TSYL8232MR-EV,Força de selagem INT,600,300,,
45TSYL8232MR-EV,Força de selagem T-T,600,300,,
45TSYL8232MR-EV,TIS NT-NT,70,,86,
45TSYL8232MR-EV,TIS T-T,105,100,117,
45TSYL8232MR-EV,Encolhimento DM,3,,5,
45TSYL8232MR-EV,Encolhimento DT,1,,3,
45TSYL8232MR-EV,Brilho 45,90,80,,
45TSYL8232MR-EV,Difusão,1.6,,3,
45TSYL8232MR-EV,Força de tração DM,140,120,,
45TSYL8232MR-EV,Força de tração DT,270,230,,
45TSYL8232MR-EV,Alongamento DM,210,,260,
45TSYL8232MR-EV,Alongamento DT,60,,80,
45TSYL8232MR-EV,Módulo elástico DM,1700,,,
45TSYL8232MR-EV,Módulo elástico DT,2500,,,
17TSYCMS32MR,Espessura,17,16.5,17.5,
17TSYCMS32MR,Gramatura,15.4,14.9,15.8,
17TSYCMS32MR,Alongamento DM,170,,185,
17TSYCMS32MR,Alongamento DT,50,,70,
17TSYCMS32MR,COF NT-NT din imediato,0.24,0.22,0.28,
17TSYCMS32MR,COF NT-NT din,0.45,0.3,0.65,
17TSYCMS32MR,COF T-T din imediato,0.25,0.22,0.28,
17TSYCMS32MR,COF T-T din,0.45,0.3,0.65,
17TSYCMS32MR,Tensão superficial,42,38,46,
17TSYCMS32MR,TIS NT-NT,105,100,108,
17TSYCMS32MR,TIS T-T,112,108,120,
17TSYCMS32MR,Encolhimento DM,3,,5,
17TSYCMS32MR,Encolhimento DT,1,,3,
17TSYCMS32MR,Brilho 45,90,80,,
17TSYCMS32MR,DIfusão,1.6,,3,
17TSYCMS32MR,Força de tração DM,140,130,,
17TSYCMS32MR,Força de tração DT,250,220,,
17TSYCMS32MR,Módulo elástico DM,1600,,,
17TSYCMS32MR,Módulo elástico DT,2600,,,
17TSYCMS32MR,Força de selagem,400,300,,
17TSYCMS32MR,Faixa de selagem,105,,130,
20TSYUHS32MR,Espessura,20,19.4,20.6,
20TSYUHS32MR,Gramatura,18.1,17.6,18.6,
20TSYUHS32MR,Alongamento DM,170,,185,
20TSYUHS32MR,Alongamento DT,50,,70,
20TSYUHS32MR,COF NT-NT din imediato,0.2,0.15,0.25,
20TSYUHS32MR,COF NT-NT din,0.25,0.2,0.35,
20TSYUHS32MR,COF T-T din imediato,0.2,0.15,0.25,
20TSYUHS32MR,COF T-T din,0.25,0.15,0.3,
20TSYUHS32MR,Tensão superficial,42,38,46,
20TSYUHS32MR,TIS NT-NT,105,100,108,
20TSYUHS32MR,TIS T-T,112,100,120,
20TSYUHS32MR,Encolhimento DM,3,,5,
20TSYUHS32MR,Encolhimento DT,1,,3,
20TSYUHS32MR,Brilho 45,90,85,,
20TSYUHS32MR,DIfusão,1.8,,2.5,
20TSYUHS32MR,Força de tração DM,150,130,,
20TSYUHS32MR,Força de tração DT,250,220,,
20TSYUHS32MR,Módulo elástico DM,1500,,,
20TSYUHS32MR,Módulo elástico DT,2700,,,
20TSYUHS32MR,Força de selagem,450,300,,
20TSYUHS32MR,Faixa de selagem,105,,130,
22TBPRLB32MR-L2,Espessura,31.4,30.5,32.4,
26TBPRLB32MR-L2,Espessura,37.1,36,38.2,
22TBPRLB32MR-L2,Gramatura,22,21.3,22.7,
26TBPRLB32MR-L2,Gramatura,26,25.2,26.8,
22TBPRLB32MR-L2,COF NT-NT din imediato,0.25,0.15,0.35,
22TBPRLB32MR-L2,COF NT-NT din,0.35,0.2,0.55,
22TBPRLB32MR-L2,COF T-T din imediato,0.2,0.13,0.28,
22TBPRLB32MR-L2,COF T-T din,0.3,0.2,0.45,
22TBPRLB32MR-L2,Tensão superficial,42,38,46,
22TBPRLB32MR-L2,Faixa de selagem,112,,130,
22TBPRLB32MR-L2,Força de selagem INT,500,300,,
22TBPRLB32MR-L2,Força de selagem T-T,500,300,,
22TBPRLB32MR-L2,TIS NT-NT,112,100,130,
22TBPRLB32MR-L2,TIS T-T,112,100,130,
22TBPRLB32MR-L2,Encolhimento DM,3,,5,
22TBPRLB32MR-L2,Encolhimento DT,1,,3,
22TBPRLB32MR-L2,Brilho 45,90,80,,
22TBPRLB32MR-L2,Opacidade,85,80,90,
22TBPRLB32MR-L2,Haze,24,19,29,
22TBPRLB32MR-L2,Força de tração DM,90,60,,
22TBPRLB32MR-L2,Força de tração DT,140,120,,
22TBPRLB32MR-L2,Alongamento DM,130,,160,
22TBPRLB32MR-L2,Alongamento DT,40,,55,
22TBPRLB32MR-L2,Módulo elástico DM,1300,,,
22TBPRLB32MR-L2,Módulo elástico DT,1900,,,
26TBPRLB32MR-L2,COF NT-NT din imediato,0.25,0.15,0.35,
26TBPRLB32MR-L2,COF NT-NT din,0.35,0.2,0.55,
26TBPRLB32MR-L2,COF T-T din imediato,0.2,0.13,0.28,
26TBPRLB32MR-L2,COF T-T din,0.3,0.2,0.45,
26TBPRLB32MR-L2,Tensão superficial,42,38,46,
26TBPRLB32MR-L2,Faixa de selagem,112,,130,
26TBPRLB32MR-L2,Força de selagem INT,500,300,,
26TBPRLB32MR-L2,Força de selagem T-T,500,300,,
26TBPRLB32MR-L2,TIS NT-NT,112,100,130,
26TBPRLB32MR-L2,TIS T-T,112,100,130,
26TBPRLB32MR-L2,Encolhimento DM,3,,5,
26TBPRLB32MR-L2,Encolhimento DT,1,,3,
26TBPRLB32MR-L2,Brilho 45,90,80,,
26TBPRLB32MR-L2,Opacidade,85,80,90,
26TBPRLB32MR-L2,Haze,24,19,29,
26TBPRLB32MR-L2,Força de tração DM,90,60,,
26TBPRLB32MR-L2,Força de tração DT,140,120,,
26TBPRLB32MR-L2,Alongamento DM,130,,160,
26TBPRLB32MR-L2,Alongamento DT,40,,55,
26TBPRLB32MR-L2,Módulo elástico DM,1300,,,
26TBPRLB32MR-L2,Módulo elástico DT,1900,,,
40TBPPSL22MR-L2,Espessura,58,55,61,
40TBPPSL22MR-L2,Gramatura,40,38,42,
40TBPPSL22MR-L2,COF NT-NT din imediato,0.5,0.35,0.7,
40TBPPSL22MR-L2,COF T-T din imediato,0.5,0.35,0.7,
40TBPPSL22MR-L2,COF NT-NT din,0.5,0.25,0.7,
40TBPPSL22MR-L2,COF T-T din,0.45,0.25,0.65,
40TBPPSL22MR-L2,Tensão superficial,42,38,46,
40TBPPSL22MR-L2,Força de selagem,800,300,,
40TBPPSL22MR-L2,Faixa de selagem,112,,130,
40TBPPSL22MR-L2,TIS NT-NT,112,100,120,
40TBPPSL22MR-L2,Encolhimento DM,3,,5,
40TBPPSL22MR-L2,Encolhimento DT,1,,3,
40TBPPSL22MR-L2,Brilho 45,18,,21,
40TBPPSL22MR-L2,Brilho Matte,92,77,,
40TBPPSL22MR-L2,Opacidade,90,82,96,
40TBPPSL22MR-L2,Haze,19,13,27,
40TBPPSL22MR-L2,Força de tração DM,80,65,,
40TBPPSL22MR-L2,Força de tração DT,160,120,,
40TBPPSL22MR-L2,Alongamento DM,200,,260,
40TBPPSL22MR-L2,Alongamento DT,45,,65,
40TBPPSL22MR-L2,Módulo elástico DM,900,,,
40TBPPSL22MR-L2,Módulo elástico DT,1200,,,
40TBPPSL23MR-L2,Espessura,58,55,61,
40TBPPSL23MR-L2,Gramatura,40,38,42,
40TBPPSL23MR-L2,COF NT-NT din imediato,0.5,0.35,0.7,
40TBPPSL23MR-L2,COF T-T din imediato,0.5,0.35,0.7,
40TBPPSL23MR-L2,COF NT-NT din,0.5,0.25,0.7,
40TBPPSL23MR-L2,COF T-T din,0.45,0.25,0.65,
40TBPPSL23MR-L2,Tensão superficial,42,38,46,
40TBPPSL23MR-L2,Força de selagem,800,300,,
40TBPPSL23MR-L2,Faixa de selagem,112,,130,
40TBPPSL23MR-L2,TIS NT-NT,112,100,120,
40TBPPSL23MR-L2,Encolhimento DM,3,,5,
40TBPPSL23MR-L2,Encolhimento DT,1,,3,
40TBPPSL23MR-L2,Brilho 45,18,,21,
40TBPPSL23MR-L2,Brilho Matte,92,77,,
40TBPPSL23MR-L2,Opacidade,90,82,96,
40TBPPSL23MR-L2,Haze,19,13,27,
40TBPPSL23MR-L2,Força de tração DM,80,65,,
40TBPPSL23MR-L2,Força de tração DT,160,120,,
40TBPPSL23MR-L2,Alongamento DM,200,,260,
40TBPPSL23MR-L2,Alongamento DT,45,,65,
40TBPPSL23MR-L2,Módulo elástico DM,900,,,
40TBPPSL23MR-L2,Módulo elástico DT,1200,,,
15TMS10,COF NT-NT din,0.35,0.2,0.4,
17TMS10,COF NT-NT din,0.35,0.2,0.4,
