FILME,EXAME,ALVO,MIN,MAX,
20TMS10,COF NT-NT din,0.35,0.2,0.4,
25TMS10,COF NT-NT din,0.35,0.2,0.4,
30TMS10,COF NT-NT din,0.35,0.2,0.4,
45TMS10,COF NT-NT din,0.35,0.2,0.4,
50TMS10,COF NT-NT din,0.35,0.2,0.4,
25TSBL8212MR-L3,Espessura,24.4,23.7,25,
25TSBL8212MR-L3,Gramatura,22.1,21.4,22.6,
25TSBL8212MR-L3,COF NT-NT din imediato,0.3,0.2,0.4,
25TSBL8212MR-L3,COF NT-NT din,0.3,0.2,0.4,
25TSBL8212MR-L3,Tensão superficial,42,38,46,
25TSBL8212MR-L3,Força de selagem,450,300,,
25TSBL8212MR-L3,Faixa de selagem NT-NT,82,,130,
25TSBL8212MR-L3,TIS NT-NT,82,,86,
25TSBL8212MR-L3,Encolhimento DM,3,,5,
25TSBL8212MR-L3,Encolhimento DT,1,,3,
25TSBL8212MR-L3,Brilho 45,95,80,,
25TSBL8212MR-L3,DIfusão,1.3,,3,
25TSBL8212MR-L3,Força de tração DM,150,140,,
25TSBL8212MR-L3,Força de tração DT,260,240,,
25TSBL8212MR-L3,Alongamento DM,180,,195,
25TSBL8212MR-L3,Alongamento DT,50,,70,
25TSBL8212MR-L3,Módulo elástico DM,1500,,,
25TSBL8212MR-L3,Módulo elástico DT,2300,,,
17TSY32MR-L3,Espessura,17,16.5,17.5,
17TSY32MR-L3,Gramatura,15.4,14.9,15.8,
17TSY32MR-L3,Alongamento DM,170,,185,
17TSY32MR-L3,Alongamento DT,50,,70,
17TSY32MR-L3,COF NT-NT din imediato,0.35,0.2,0.4,
17TSY32MR-L3,COF NT-NT din,0.4,0.2,0.65,
17TSY32MR-L3,COF T-T din imediato,0.25,0.2,0.3,
17TSY32MR-L3,COF T-T din,0.25,0.2,0.3,
17TSY32MR-L3,Tensão superficial,42,38,46,
17TSY32MR-L3,TIS NT-NT,105,,108,
17TSY32MR-L3,TIS T-T,112,,120,
17TSY32MR-L3,Encolhimento DM,3,,5,
17TSY32MR-L3,Encolhimento DT,1,,3,
17TSY32MR-L3,Brilho 45,90,80,,
17TSY32MR-L3,DIfusão,1.6,,3,
17TSY32MR-L3,Força de tração DM,140,130,,
17TSY32MR-L3,Força de tração DT,240,220,,
17TSY32MR-L3,Módulo elástico DM,1700,,,
17TSY32MR-L3,Módulo elástico DT,2500,,,
17TSY32MR-L3,Força de selagem,400,300,,
17TSY32MR-L3,Faixa de selagem,105,,130,
20TSY32MR-L2,Espessura,20,19.4,20.6,
20TSY32MR-L2,Gramatura,18.1,17.6,18.6,
20TSY32MR-L2,Alongamento DM,170,,185,
20TSY32MR-L2,Alongamento DT,50,,70,
20TSY32MR-L2,COF NT-NT din imediato,0.35,0.2,0.4,
20TSY32MR-L2,COF NT-NT din,0.4,0.2,0.65,
20TSY32MR-L2,COF T-T din imediato,0.25,0.2,0.3,
20TSY32MR-L2,COF T-T din,0.25,0.2,0.3,
20TSY32MR-L2,Tensão superficial,42,38,46,
20TSY32MR-L2,TIS NT-NT,105,,108,
20TSY32MR-L2,TIS T-T,112,,120,
20TSY32MR-L2,Encolhimento DM,3,,5,
20TSY32MR-L2,Encolhimento DT,1,,3,
20TSY32MR-L2,Brilho 45,90,80,,
20TSY32MR-L2,DIfusão,1.6,,3,
20TSY32MR-L2,Força de tração DM,140,130,,
20TSY32MR-L2,Força de tração DT,240,220,,
20TSY32MR-L2,Módulo elástico DM,1700,,,
20TSY32MR-L2,Módulo elástico DT,2500,,,
20TSY32MR-L2,Força de selagem,450,300,,
20TSY32MR-L2,Faixa de selagem,105,,130,
20TSY32MR-L3,Espessura,20,19.4,20.6,
20TSY32MR-L3,Gramatura,18.1,17.6,18.6,
20TSY32MR-L3,Alongamento DM,170,,185,
20TSY32MR-L3,Alongamento DT,50,,70,
20TSY32MR-L3,COF NT-NT din imediato,0.35,0.2,0.4,
20TSY32MR-L3,COF NT-NT din,0.4,0.2,0.65,
20TSY32MR-L3,COF T-T din imediato,0.25,0.2,0.3,
20TSY32MR-L3,COF T-T din,0.25,0.2,0.3,
20TSY32MR-L3,Tensão superficial,42,38,46,
20TSY32MR-L3,TIS NT-NT,105,,108,
20TSY32MR-L3,TIS T-T,112,,120,
20TSY32MR-L3,Encolhimento DM,3,,5,
20TSY32MR-L3,Encolhimento DT,1,,3,
20TSY32MR-L3,Brilho 45,90,80,,
20TSY32MR-L3,DIfusão,1.6,,3,
20TSY32MR-L3,Força de tração DM,140,130,,
20TSY32MR-L3,Força de tração DT,240,220,,
20TSY32MR-L3,Módulo elástico DM,1700,,,
20TSY32MR-L3,Módulo elástico DT,2500,,,
20TSY32MR-L3,Força de selagem,450,300,,
20TSY32MR-L3,Faixa de selagem,105,,130,
35TSY32MR-L3,Espessura,35,34,36.1,
35TSY32MR-L3,Gramatura,31.7,30.7,32.6,
35TSY32MR-L3,Alongamento DM,180,,205,
35TSY32MR-L3,Alongamento DT,60,,80,
35TSY32MR-L3,COF NT-NT din imediato,0.35,0.2,0.4,
35TSY32MR-L3,COF NT-NT din,0.4,0.2,0.65,
35TSY32MR-L3,COF T-T din imediato,0.25,0.2,0.3,
35TSY32MR-L3,COF T-T din,0.25,0.2,0.3,
35TSY32MR-L3,Tensão superficial,42,38,46,
35TSY32MR-L3,TIS NT-NT,105,,108,
35TSY32MR-L3,TIS T-T,112,,120,
35TSY32MR-L3,Encolhimento DM,3,,5,
35TSY32MR-L3,Encolhimento DT,1,,3,
35TSY32MR-L3,Brilho 45,90,80,,
35TSY32MR-L3,DIfusão,1.6,,3,
35TSY32MR-L3,Força de tração DM,140,130,,
35TSY32MR-L3,Força de tração DT,240,220,,
35TSY32MR-L3,Módulo elástico DM,1700,,,
35TSY32MR-L3,Módulo elástico DT,2500,,,
35TSY32MR-L3,Força de selagem,550,300,,
35TSY32MR-L3,Faixa de selagem,105,,130,
40TSY32MR-L3,Espessura,40,38.8,41.2,
40TSY32MR-L3,Gramatura,36.2,35.1,37.3,
40TSY32MR-L3,Alongamento DM,180,,205,
40TSY32MR-L3,Alongamento DT,60,,80,
40TSY32MR-L3,COF NT-NT din imediato,0.35,0.2,0.4,
40TSY32MR-L3,COF NT-NT din,0.4,0.2,0.65,
40TSY32MR-L3,COF T-T din imediato,0.25,0.2,0.3,
40TSY32MR-L3,COF T-T din,0.25,0.2,0.3,
40TSY32MR-L3,Tensão superficial,42,38,46,
40TSY32MR-L3,TIS NT-NT,105,,108,
40TSY32MR-L3,TIS T-T,112,,120,
40TSY32MR-L3,Encolhimento DM,3,,5,
40TSY32MR-L3,Encolhimento DT,1,,3,
40TSY32MR-L3,Brilho 45,90,80,,
40TSY32MR-L3,DIfusão,1.6,,3,
40TSY32MR-L3,Força de tração DM,140,130,,
40TSY32MR-L3,Força de tração DT,240,220,,
40TSY32MR-L3,Módulo elástico DM,1700,,,
40TSY32MR-L3,Módulo elástico DT,2500,,,
40TSY32MR-L3,Força de selagem,580,300,,
40TSY32MR-L3,Faixa de selagem,105,,130,
50TSY32MR-L3,Espessura,50,48.5,51.5,
50TSY32MR-L3,Gramatura,45.3,43.9,46.6,
50TSY32MR-L3,Alongamento DM,220,,260,
50TSY32MR-L3,Alongamento DT,60,,80,
50TSY32MR-L3,COF NT-NT din imediato,0.35,0.2,0.4,
50TSY32MR-L3,COF NT-NT din,0.4,0.2,0.65,
50TSY32MR-L3,COF T-T din imediato,0.25,0.2,0.3,
50TSY32MR-L3,COF T-T din,0.25,0.2,0.3,
50TSY32MR-L3,Tensão superficial,42,38,46,
50TSY32MR-L3,TIS NT-NT,105,,108,
50TSY32MR-L3,TIS T-T,112,,120,
50TSY32MR-L3,Encolhimento DM,3,,5,
50TSY32MR-L3,Encolhimento DT,1,,3,
50TSY32MR-L3,Brilho 45,90,80,,
50TSY32MR-L3,DIfusão,1.6,,3,
50TSY32MR-L3,Força de tração DM,140,130,,
50TSY32MR-L3,Força de tração DT,240,220,,
50TSY32MR-L3,Módulo elástico DM,1700,,,
50TSY32MR-L3,Módulo elástico DT,2500,,,
50TSY32MR-L3,Força de selagem,600,300,,
50TSY32MR-L3,Faixa de selagem,105,,130,
20TSYHTS32MR-L2,Espessura,20,19.4,,
20TSYHTS32MR-L2,Gramatura,18.1,17.6,,
20TSYHTS32MR-L2,COF NT-NT din imediato,0.22,0.13,0.27,
20TSYHTS32MR-L2,COF NT-NT din,0.3,0.2,0.55,
20TSYHTS32MR-L2,COF T-T din imediato,0.2,0.13,0.25,
20TSYHTS32MR-L2,COF T-T din,0.3,0.2,0.45,
20TSYHTS32MR-L2,Tensão superficial,42,38,46,
20TSYHTS32MR-L2,Faixa de selagem NT-NT,105,,130,
20TSYHTS32MR-L2,Força de selagem INT,450,300,,
20TSYHTS32MR-L2,TIS NT-NT,105,100,108,
20TSYHTS32MR-L2,TIS T-T,112,100,120,
20TSYHTS32MR-L2,Encolhimento DM,3,,5,
20TSYHTS32MR-L2,Encolhimento DT,1,,3,
20TSYHTS32MR-L2,Brilho 45,90,85,,
20TSYHTS32MR-L2,Difusão,1.6,,2.5,
20TSYHTS32MR-L2,Força de tração DM,150,130,,
20TSYHTS32MR-L2,Força de tração DT,270,220,,
20TSYHTS32MR-L2,Alongamento DM,185,,205,
20TSYHTS32MR-L2,Alongamento DT,40,,70,
20TSYHTS32MR-L2,Módulo elástico DM,1500,,,
20TSYHTS32MR-L2,Módulo elástico DT,2700,,,
20TSYHTS32MR-L2,TPVA,8.5,,9.5,
20TSYHTS32MR-L2,TPO2,2900,,3200,
20TSYHTS32MR-L3,Espessura,20,19.4,,
20TSYHTS32MR-L3,Gramatura,18.1,17.6,,
20TSYHTS32MR-L3,COF NT-NT din imediato,0.22,0.13,0.27,
20TSYHTS32MR-L3,COF NT-NT din,0.3,0.2,0.55,
20TSYHTS32MR-L3,COF T-T din imediato,0.2,0.13,0.25,
20TSYHTS32MR-L3,COF T-T din,0.3,0.2,0.45,
20TSYHTS32MR-L3,Tensão superficial,42,38,46,
20TSYHTS32MR-L3,Faixa de selagem NT-NT,105,,130,
20TSYHTS32MR-L3,Força de selagem INT,450,300,,
20TSYHTS32MR-L3,TIS NT-NT,105,100,108,
20TSYHTS32MR-L3,TIS T-T,112,100,120,
20TSYHTS32MR-L3,Encolhimento DM,3,,5,
20TSYHTS32MR-L3,Encolhimento DT,1,,3,
20TSYHTS32MR-L3,Brilho 45,90,85,,
20TSYHTS32MR-L3,Difusão,1.6,,2.5,
20TSYHTS32MR-L3,Força de tração DM,150,130,,
20TSYHTS32MR-L3,Força de tração DT,270,220,,
20TSYHTS32MR-L3,Alongamento DM,185,,205,
20TSYHTS32MR-L3,Alongamento DT,40,,70,
20TSYHTS32MR-L3,Módulo elástico DM,1500,,,
20TSYHTS32MR-L3,Módulo elástico DT,2700,,,
20TSYHTS32MR-L3,TPVA,8.5,,9.5,
20TSYHTS32MR-L3,TPO2,2900,,3200,
20TSYUHS32MR-L2,Espessura,20,19.4,20.6,
20TSYUHS32MR-L2,Gramatura,18.1,17.6,18.6,
20TSYUHS32MR-L2,Alongamento DM,170,,185,
20TSYUHS32MR-L2,Alongamento DT,50,,70,
20TSYUHS32MR-L2,COF NT-NT din imediato,0.2,0.15,0.25,
20TSYUHS32MR-L2,COF NT-NT din,0.25,0.2,0.35,
20TSYUHS32MR-L2,COF T-T din imediato,0.2,0.15,0.25,
20TSYUHS32MR-L2,COF T-T din,0.25,0.15,0.3,
20TSYUHS32MR-L2,Tensão superficial,42,38,46,
20TSYUHS32MR-L2,TIS NT-NT,105,100,108,
20TSYUHS32MR-L2,TIS T-T,112,100,120,
20TSYUHS32MR-L2,Encolhimento DM,3,,5,
20TSYUHS32MR-L2,Encolhimento DT,1,,3,
20TSYUHS32MR-L2,Brilho 45,90,85,,
20TSYUHS32MR-L2,DIfusão,1.8,,2.5,
20TSYUHS32MR-L2,Força de tração DM,150,130,,
20TSYUHS32MR-L2,Força de tração DT,250,220,,
20TSYUHS32MR-L2,Módulo elástico DM,1500,,,
20TSYUHS32MR-L2,Módulo elástico DT,2700,,,
20TSYUHS32MR-L2,Força de selagem,450,300,,
20TSYUHS32MR-L2,Faixa de selagem,105,,130,
20TSYUHS32MR-L3,Espessura,20,19.4,20.6,
20TSYUHS32MR-L3,Gramatura,18.1,17.6,18.6,
20TSYUHS32MR-L3,Alongamento DM,170,,185,
20TSYUHS32MR-L3,Alongamento DT,50,,70,
20TSYUHS32MR-L3,COF NT-NT din imediato,0.2,0.15,0.25,
20TSYUHS32MR-L3,COF NT-NT din,0.25,0.2,0.35,
20TSYUHS32MR-L3,COF T-T din imediato,0.2,0.15,0.25,
20TSYUHS32MR-L3,COF T-T din,0.25,0.15,0.3,
20TSYUHS32MR-L3,Tensão superficial,42,38,46,
20TSYUHS32MR-L3,TIS NT-NT,105,100,108,
20TSYUHS32MR-L3,TIS T-T,112,100,120,
20TSYUHS32MR-L3,Encolhimento DM,3,,5,
20TSYUHS32MR-L3,Encolhimento DT,1,,3,
20TSYUHS32MR-L3,Brilho 45,90,85,,
20TSYUHS32MR-L3,DIfusão,1.8,,2.5,
20TSYUHS32MR-L3,Força de tração DM,150,130,,
20TSYUHS32MR-L3,Força de tração DT,250,220,,
20TSYUHS32MR-L3,Módulo elástico DM,1500,,,
20TSYUHS32MR-L3,Módulo elástico DT,2700,,,
20TSYUHS32MR-L3,Força de selagem,450,300,,
20TSYUHS32MR-L3,Faixa de selagem,105,,130,
17TSY32XMR,Espessura,17,16.5,17.5,
17TSY32XMR,Gramatura,15.4,14.9,15.8,
17TSY32XMR,COF NT-NT din imediato,0.3,0.2,0.4,
17TSY32XMR,COF NT-NT din,0.4,0.2,0.65,
17TSY32XMR,COF T-T din imediato,0.25,0.15,0.35,
17TSY32XMR,COF T-T din,0.25,0.15,0.35,
17TSY32XMR,Faixa de selagem NT-NT,105,,130,
17TSY32XMR,Força de selagem INT,450,300,,
17TSY32XMR,Força de selagem T-T,450,300,,
17TSY32XMR,Encolhimento DM,3,,5,
17TSY32XMR,Encolhimento DT,1,,3,
17TSY32XMR,Brilho 45,90,75,,
17TSY32XMR,Difusão,1.6,,3,
17TSY32XMR,Força de tração DM,140,110,,
17TSY32XMR,Força de tração DT,240,190,,
17TSY32XMR,Alongamento DM,170,,260,
17TSY32XMR,Alongamento DT,50,,100,
17TSY32XMR,Módulo elástico DM,1300,,,
17TSY32XMR,Módulo elástico DT,2100,,,
17TSY32XMR-L3,Espessura,17,16.5,17.5,
17TSY32XMR-L3,Gramatura,15.4,14.9,15.8,
17TSY32XMR-L3,COF NT-NT din imediato,0.3,0.2,0.4,
17TSY32XMR-L3,COF NT-NT din,0.4,0.2,0.65,
17TSY32XMR-L3,COF T-T din imediato,0.25,0.15,0.35,
17TSY32XMR-L3,COF T-T din,0.25,0.15,0.35,
17TSY32XMR-L3,Faixa de selagem NT-NT,105,,130,
17TSY32XMR-L3,Força de selagem INT,450,300,,
17TSY32XMR-L3,Força de selagem T-T,450,300,,
17TSY32XMR-L3,Encolhimento DM,3,,5,
17TSY32XMR-L3,Encolhimento DT,1,,3,
17TSY32XMR-L3,Brilho 45,90,75,,
17TSY32XMR-L3,Difusão,1.6,,3,
17TSY32XMR-L3,Força de tração DM,140,110,,
17TSY32XMR-L3,Força de tração DT,240,190,,
17TSY32XMR-L3,Alongamento DM,170,,260,
17TSY32XMR-L3,Alongamento DT,50,,100,
17TSY32XMR-L3,Módulo elástico DM,1300,,,
17TSY32XMR-L3,Módulo elástico DT,2100,,,
20TSY32XMR,Espessura,20,19.4,20.6,
20TSY32XMR,Gramatura,18.1,17.6,18.6,
20TSY32XMR,COF NT-NT din imediato,0.3,0.2,0.4,
20TSY32XMR,COF NT-NT din,0.4,0.2,0.65,
20TSY32XMR,COF T-T din imediato,0.25,0.15,0.35,
20TSY32XMR,COF T-T din,0.25,0.15,0.35,
20TSY32XMR,Faixa de selagem NT-NT,105,,130,
20TSY32XMR,Força de selagem INT,450,300,,
20TSY32XMR,Força de selagem T-T,450,300,,
20TSY32XMR,Encolhimento DM,3,,5,
20TSY32XMR,Encolhimento DT,1,,3,
20TSY32XMR,Brilho 45,90,75,,
20TSY32XMR,Difusão,1.6,,3,
20TSY32XMR,Força de tração DM,140,110,,
20TSY32XMR,Força de tração DT,240,190,,
20TSY32XMR,Alongamento DM,170,,260,
20TSY32XMR,Alongamento DT,50,,100,
20TSY32XMR,Módulo elástico DM,1300,,,
20TSY32XMR,Módulo elástico DT,2100,,,
20TSY32XMR-L3,Espessura,20,19.4,20.6,
20TSY32XMR-L3,Gramatura,18.1,17.6,18.6,
20TSY32XMR-L3,COF NT-NT din imediato,0.3,0.2,0.4,
20TSY32XMR-L3,COF NT-NT din,0.4,0.2,0.65,
20TSY32XMR-L3,COF T-T din imediato,0.25,0.15,0.35,
20TSY32XMR-L3,COF T-T din,0.25,0.15,0.35,
20TSY32XMR-L3,Faixa de selagem NT-NT,105,,130,
20TSY32XMR-L3,Força de selagem INT,450,300,,
20TSY32XMR-L3,Força de selagem T-T,450,300,,
20TSY32XMR-L3,Encolhimento DM,3,,5,
20TSY32XMR-L3,Encolhimento DT,1,,3,
20TSY32XMR-L3,Brilho 45,90,75,,
20TSY32XMR-L3,Difusão,1.6,,3,
20TSY32XMR-L3,Força de tração DM,140,110,,
20TSY32XMR-L3,Força de tração DT,240,190,,
20TSY32XMR-L3,Alongamento DM,170,,260,
20TSY32XMR-L3,Alongamento DT,50,,100,
20TSY32XMR-L3,Módulo elástico DM,1300,,,
20TSY32XMR-L3,Módulo elástico DT,2100,,,
25TSY32XMR-L3,Espessura,25,24.3,25.8,
25TSY32XMR-L3,Gramatura,22.6,21.9,23.3,
25TSY32XMR-L3,COF NT-NT din imediato,0.3,0.2,0.4,
25TSY32XMR-L3,COF NT-NT din,0.4,0.2,0.65,
25TSY32XMR-L3,COF T-T din imediato,0.25,0.15,0.35,
25TSY32XMR-L3,COF T-T din,0.25,0.15,0.35,
25TSY32XMR-L3,Faixa de selagem NT-NT,105,,130,
25TSY32XMR-L3,Força de selagem INT,450,300,,
25TSY32XMR-L3,Força de selagem T-T,450,300,,
25TSY32XMR-L3,Encolhimento DM,3,,5,
25TSY32XMR-L3,Encolhimento DT,1,,3,
25TSY32XMR-L3,Brilho 45,90,75,,
25TSY32XMR-L3,Difusão,1.6,,3,
25TSY32XMR-L3,Força de tração DM,140,110,,
25TSY32XMR-L3,Força de tração DT,240,190,,
25TSY32XMR-L3,Alongamento DM,170,,260,
25TSY32XMR-L3,Alongamento DT,50,,100,
25TSY32XMR-L3,Módulo elástico DM,1300,,,
25TSY32XMR-L3,Módulo elástico DT,2100,,,
25TSY32XMR,Espessura,25,24.3,25.8,
25TSY32XMR,Gramatura,22.6,21.9,23.3,
25TSY32XMR,COF NT-NT din imediato,0.3,0.2,0.4,
25TSY32XMR,COF NT-NT din,0.4,0.2,0.65,
25TSY32XMR,COF T-T din imediato,0.25,0.15,0.35,
25TSY32XMR,COF T-T din,0.25,0.15,0.35,
25TSY32XMR,Faixa de selagem NT-NT,105,,130,
25TSY32XMR,Força de selagem INT,450,300,,
25TSY32XMR,Força de selagem T-T,450,300,,
25TSY32XMR,Encolhimento DM,3,,5,
25TSY32XMR,Encolhimento DT,1,,3,
25TSY32XMR,Brilho 45,90,75,,
25TSY32XMR,Difusão,1.6,,3,
25TSY32XMR,Força de tração DM,140,110,,
25TSY32XMR,Força de tração DT,240,190,,
25TSY32XMR,Alongamento DM,170,,260,
25TSY32XMR,Alongamento DT,50,,100,
25TSY32XMR,Módulo elástico DM,1300,,,
25TSY32XMR,Módulo elástico DT,2100,,,
30TSY32XMR-L3,Espessura,30,29.1,30.9,
30TSY32XMR-L3,Gramatura,27.2,26.3,28,
30TSY32XMR-L3,COF NT-NT din imediato,0.3,0.2,0.4,
30TSY32XMR-L3,COF NT-NT din,0.4,0.2,0.65,
30TSY32XMR-L3,COF T-T din imediato,0.25,0.15,0.35,
30TSY32XMR-L3,COF T-T din,0.25,0.15,0.35,
30TSY32XMR-L3,Faixa de selagem NT-NT,105,,130,
30TSY32XMR-L3,Força de selagem INT,450,300,,
30TSY32XMR-L3,Força de selagem T-T,450,300,,
30TSY32XMR-L3,Encolhimento DM,3,,5,
30TSY32XMR-L3,Encolhimento DT,1,,3,
30TSY32XMR-L3,Brilho 45,90,75,,
30TSY32XMR-L3,Difusão,1.6,,3,
30TSY32XMR-L3,Força de tração DM,140,110,,
30TSY32XMR-L3,Força de tração DT,240,190,,
30TSY32XMR-L3,Alongamento DM,170,,260,
30TSY32XMR-L3,Alongamento DT,50,,100,
30TSY32XMR-L3,Módulo elástico DM,1300,,,
30TSY32XMR-L3,Módulo elástico DT,2100,,,
30TSY32XMR,Espessura,30,29.1,30.9,
30TSY32XMR,Gramatura,27.2,26.3,28,
30TSY32XMR,COF NT-NT din imediato,0.3,0.2,0.4,
30TSY32XMR,COF NT-NT din,0.4,0.2,0.65,
30TSY32XMR,COF T-T din imediato,0.25,0.15,0.35,
30TSY32XMR,COF T-T din,0.25,0.15,0.35,
30TSY32XMR,Faixa de selagem NT-NT,105,,130,
30TSY32XMR,Força de selagem INT,450,300,,
30TSY32XMR,Força de selagem T-T,450,300,,
30TSY32XMR,Encolhimento DM,3,,5,
30TSY32XMR,Encolhimento DT,1,,3,
30TSY32XMR,Brilho 45,90,75,,
30TSY32XMR,Difusão,1.6,,3,
30TSY32XMR,Força de tração DM,140,110,,
30TSY32XMR,Força de tração DT,240,190,,
30TSY32XMR,Alongamento DM,170,,260,
30TSY32XMR,Alongamento DT,50,,100,
30TSY32XMR,Módulo elástico DM,1300,,,
30TSY32XMR,Módulo elástico DT,2100,,,
40TSY32XMR,Espessura,40,38.8,41.2,
40TSY32XMR,Gramatura,36.2,35.1,37.3,
40TSY32XMR,COF NT-NT din imediato,0.3,0.2,0.4,
40TSY32XMR,COF NT-NT din,0.4,0.2,0.65,
40TSY32XMR,COF T-T din imediato,0.25,0.15,0.35,
40TSY32XMR,COF T-T din,0.25,0.15,0.35,
40TSY32XMR,Faixa de selagem NT-NT,105,,130,
40TSY32XMR,Força de selagem INT,450,300,,
40TSY32XMR,Força de selagem T-T,450,300,,
40TSY32XMR,Encolhimento DM,3,,5,
40TSY32XMR,Encolhimento DT,1,,3,
40TSY32XMR,Brilho 45,90,75,,
40TSY32XMR,Difusão,1.6,,3,
40TSY32XMR,Força de tração DM,140,110,,
40TSY32XMR,Força de tração DT,240,190,,
40TSY32XMR,Alongamento DM,170,,260,
40TSY32XMR,Alongamento DT,50,,100,
40TSY32XMR,Módulo elástico DM,1300,,,
40TSY32XMR,Módulo elástico DT,2100,,,
40TSY32XMR-L3,Espessura,40,38.8,41.2,
40TSY32XMR-L3,Gramatura,36.2,35.1,37.3,
40TSY32XMR-L3,COF NT-NT din imediato,0.3,0.2,0.4,
40TSY32XMR-L3,COF NT-NT din,0.4,0.2,0.65,
40TSY32XMR-L3,COF T-T din imediato,0.25,0.15,0.35,
40TSY32XMR-L3,COF T-T din,0.25,0.15,0.35,
40TSY32XMR-L3,Faixa de selagem NT-NT,105,,130,
40TSY32XMR-L3,Força de selagem INT,450,300,,
40TSY32XMR-L3,Força de selagem T-T,450,300,,
40TSY32XMR-L3,Encolhimento DM,3,,5,
40TSY32XMR-L3,Encolhimento DT,1,,3,
40TSY32XMR-L3,Brilho 45,90,75,,
40TSY32XMR-L3,Difusão,1.6,,3,
40TSY32XMR-L3,Força de tração DM,140,110,,
40TSY32XMR-L3,Força de tração DT,240,190,,
40TSY32XMR-L3,Alongamento DM,170,,260,
40TSY32XMR-L3,Alongamento DT,50,,100,
40TSY32XMR-L3,Módulo elástico DM,1300,,,
40TSY32XMR-L3,Módulo elástico DT,2100,,,
50TSY32XMR-L3,Espessura,50,48.5,51.5,
50TSY32XMR-L3,Gramatura,45.3,43.9,46.6,
50TSY32XMR-L3,COF NT-NT din imediato,0.3,0.2,0.4,
50TSY32XMR-L3,COF NT-NT din,0.4,0.2,0.65,
50TSY32XMR-L3,COF T-T din imediato,0.25,0.15,0.35,
50TSY32XMR-L3,COF T-T din,0.25,0.15,0.35,
50TSY32XMR-L3,Faixa de selagem NT-NT,105,,130,
50TSY32XMR-L3,Força de selagem INT,450,300,,
50TSY32XMR-L3,Força de selagem T-T,450,300,,
50TSY32XMR-L3,Encolhimento DM,3,,5,
50TSY32XMR-L3,Encolhimento DT,1,,3,
50TSY32XMR-L3,Brilho 45,90,75,,
50TSY32XMR-L3,Difusão,1.6,,3,
50TSY32XMR-L3,Força de tração DM,140,110,,
50TSY32XMR-L3,Força de tração DT,240,190,,
50TSY32XMR-L3,Alongamento DM,170,,260,
50TSY32XMR-L3,Alongamento DT,50,,100,
50TSY32XMR-L3,Módulo elástico DM,1300,,,
50TSY32XMR-L3,Módulo elástico DT,2100,,,
50TSY32XMR,Espessura,50,48.5,51.5,
50TSY32XMR,Gramatura,45.3,43.9,46.6,
50TSY32XMR,COF NT-NT din imediato,0.3,0.2,0.4,
50TSY32XMR,COF NT-NT din,0.4,0.2,0.65,
50TSY32XMR,COF T-T din imediato,0.25,0.15,0.35,
50TSY32XMR,COF T-T din,0.25,0.15,0.35,
50TSY32XMR,Faixa de selagem NT-NT,105,,130,
50TSY32XMR,Força de selagem INT,450,300,,
50TSY32XMR,Força de selagem T-T,450,300,,
50TSY32XMR,Encolhimento DM,3,,5,
50TSY32XMR,Encolhimento DT,1,,3,
50TSY32XMR,Brilho 45,90,75,,
50TSY32XMR,Difusão,1.6,,3,
50TSY32XMR,Força de tração DM,140,110,,
50TSY32XMR,Força de tração DT,240,190,,
50TSY32XMR,Alongamento DM,170,,260,
50TSY32XMR,Alongamento DT,50,,100,
50TSY32XMR,Módulo elástico DM,1300,,,
50TSY32XMR,Módulo elástico DT,2100,,,
15TMS10,Densidade Óptica,2.2,2,,
17TMS10,Densidade Óptica,2.2,2,,
20TMS10,Densidade Óptica,2.2,2,,
25TMS10,Densidade Óptica,2.2,2,,
30TMS10,Densidade Óptica,2.2,2,,
50TMS10,Densidade Óptica,2.2,2,,